id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1625773946397138946,1424247169385648130,2023-02-15 13:58:08 IST,2023-02-15,13:58:08,+0530,512740374,babeequeensings,Nikki A.,,"@junowatetes @JusticeTierney Don’t you DO it, Beloved! 😂#StandStrong 💯",en,[],[],[],0,0,0,['standstrong'],[],https://twitter.com/babeequeensings/status/1625773946397138946,False,,0,,,,,,,,"[{'screen_name': 'junowatetes', 'name': 'Not Juno', 'id': '1301666210967425025'}, {'screen_name': 'JusticeTierney', 'name': '𝕵𝖚𝖘𝖙𝖎𝖈𝖊 𝕵. ✨', 'id': '2536196308'}]",,,,
1625653917521674246,1622025023979507715,2023-02-15 06:01:11 IST,2023-02-15,06:01:11,+0530,2252763114,jessekathi,#KeepAmericaGreat!! #TakeBackCA!,,@JamesOKeefeIII #Standstrong,qme,[],[],[],0,0,0,['standstrong'],[],https://twitter.com/JesseKathi/status/1625653917521674246,False,,0,,,,,,,,"[{'screen_name': 'JamesOKeefeIII', 'name': ""James O'Keefe"", 'id': '16989178'}]",,,,
1625622420303527936,1625622420303527936,2023-02-15 03:56:02 IST,2023-02-15,03:56:02,+0530,1235422076082589696,bee_cate,CateBee,,"Defend Catholic Student Arrested After Opposing  https://t.co/I9w3ES5wLi @CampaignLife PLEASE SIGN THIS PETITION @officialjosh_A THANK U  JOSH, 4 STANDING 4 WHAT IS RIGHT! UR ON THE RIGHT SIDE OF HISTORY, WE ARE WITH U 100%! #StandStrong NEVER SEND UR KIDS HERE! @sjchsrenfrew",en,"[{'screen_name': 'campaignlife', 'name': 'campaign life coalition', 'id': '266048357'}, {'screen_name': 'officialjosh_a', 'name': 'josh alexander', 'id': '1593478132346114048'}, {'screen_name': 'sjchsrenfrew', 'name': ""st. joseph's catholic high school"", 'id': '116582530'}]",['https://www.campaignlifecoalition.com/petition/id/61'],[],0,1,1,['standstrong'],[],https://twitter.com/bee_cate/status/1625622420303527936,False,,0,,,,,,,,[],,,,
1625616074308722695,1625616074308722695,2023-02-15 03:30:49 IST,2023-02-15,03:30:49,+0530,317943359,firewallcenters,FirewallCenters,,We #StandStrong with the families of the beautiful souls that were taken too soon on this day five years ago. Please send love their way with us!  https://t.co/DZrHGVKDDm,en,[],[],"['https://pbs.twimg.com/media/Fo9ZNEFWYAAzEeI.jpg', 'https://pbs.twimg.com/media/Fo9ZNF9XsAEvG8O.jpg', 'https://pbs.twimg.com/media/Fo9ZNFoWIDAoKJX.jpg']",0,0,1,['standstrong'],[],https://twitter.com/FirewallCenters/status/1625616074308722695,False,,1,https://pbs.twimg.com/media/Fo9ZNEFWYAAzEeI.jpg,,,,,,,[],,,,
1625588933106225152,1625588933106225152,2023-02-15 01:42:58 IST,2023-02-15,01:42:58,+0530,337736471,lampsusa1,Lamps USA,,Treat yourself this Valentine's Day! Visit our website at  https://t.co/mI1IQzjI1H.  Happy Valentine's Day to all!  #valentinesdaygift #homelighting #officespace #officeupgrade #workspace #workspacegoals #standingdesk #fitness #standstrong  https://t.co/SYyKBfqHIa,en,[],['http://www.lampsusa.com'],[],0,0,0,"['valentinesdaygift', 'homelighting', 'officespace', 'officeupgrade', 'workspace', 'workspacegoals', 'standingdesk', 'fitness', 'standstrong']",[],https://twitter.com/lampsusa1/status/1625588933106225152,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1625588857717788673/pu/img/2AXaHhEfYjW6GCy8.jpg,,,,,,,[],,,,
1625544128179191830,1625544128179191830,2023-02-14 22:44:55 IST,2023-02-14,22:44:55,+0530,1166709416541982721,teamgolomboski,Team Golomboski,,"❤️ Happy Valentine’s Day from Team Golomboski  🌷 Standing Strong Against Parkinson's Disease since 2014, in Loving Memory of Joseph Golomboski Sr.  💻 Learn more about Team Golomboski at  https://t.co/diVQKpvqXL  #StandStrong #ParkinsonsAwareness #ValentinesDay2023  https://t.co/PatZNlCtP4",en,[],['http://www.teamgolomboski.com'],['https://pbs.twimg.com/media/Fo8XxMfXwBQET4D.jpg'],0,0,1,"['standstrong', 'parkinsonsawareness', 'valentinesday2023']",[],https://twitter.com/TeamGolomboski/status/1625544128179191830,False,,1,https://pbs.twimg.com/media/Fo8XxMfXwBQET4D.jpg,,,,,,,[],,,,
1625535935986421762,1624445115224686592,2023-02-14 22:12:22 IST,2023-02-14,22:12:22,+0530,3376638803,249_519,Keen_Speaks,,@idriselba Brilliant! Its so nice to see that there are some out there that will stand their ground. Hats off to you @idriselba #Standstrong,en,"[{'screen_name': 'idriselba', 'name': 'idris elba', 'id': '92717138'}]",[],[],0,0,0,['standstrong'],[],https://twitter.com/249_519/status/1625535935986421762,False,,0,,,,,,,,"[{'screen_name': 'idriselba', 'name': 'Idris Elba', 'id': '92717138'}]",,,,
1625495082483982336,1625495082483982336,2023-02-14 19:30:02 IST,2023-02-14,19:30:02,+0530,1449385241689444353,jibolaforeign,Jibola foreign,,Time still Dey dispatch rider fit call me anytime from now  #standstrong 🥲🤲,en,[],[],[],0,0,0,['standstrong'],[],https://twitter.com/JibolaForeign/status/1625495082483982336,False,,0,,,,,,,,[],,,,
1625483873042968577,1625483873042968577,2023-02-14 18:45:30 IST,2023-02-14,18:45:30,+0530,1508477609117683714,cryptonftworld3,Cryptonftworld,,"Do you! The world is evolving, changing, evil, good, everything at the same time. You do you, control yourself and make a good impact on the world and your surrondings! #onelife #postivity #hardtimes #standstrong #PrayForTurkeyAndSyria #prayfortheworld #btc #futurepayments #ETH",en,[],[],[],0,10,53,"['onelife', 'postivity', 'hardtimes', 'standstrong', 'prayforturkeyandsyria', 'prayfortheworld', 'btc', 'futurepayments', 'eth']",[],https://twitter.com/Cryptonftworld3/status/1625483873042968577,False,,0,,,,,,,,[],,,,
1625448656370532354,1625448656370532354,2023-02-14 16:25:33 IST,2023-02-14,16:25:33,+0530,1174280322491404288,anjaneyauni,Anjaneya University,,Their sacrifice will never be forgotten. Let us come together and stand firm against terrorism in honour of the Pulwama Attack martyrs.  #anjaneyauniversity #pulwamaattack #neverforget #standstrong #wesupport #martyrs #soldier #blackdayforindia #raipurcg #university #14february  https://t.co/RP3e12EakW,en,[],[],['https://pbs.twimg.com/media/Fo7A3hQaEAEHXi8.jpg'],0,0,0,"['anjaneyauniversity', 'pulwamaattack', 'neverforget', 'standstrong', 'wesupport', 'martyrs', 'soldier', 'blackdayforindia', 'raipurcg', 'university', '14february']",[],https://twitter.com/AnjaneyaUni/status/1625448656370532354,False,,1,https://pbs.twimg.com/media/Fo7A3hQaEAEHXi8.jpg,,,,,,,[],,,,
1625236658575626240,1625236658575626240,2023-02-14 02:23:09 IST,2023-02-14,02:23:09,+0530,1459642710663602185,mr_perpetual1,AMA_king_official,,"FUD EVERYWHERE!!! This is the reason I hate the bear market, so much test and trials.  #Standstrong",en,[],[],[],0,0,1,['standstrong'],[],https://twitter.com/Mr_perpetual1/status/1625236658575626240,False,,0,,,,,,,,[],,,,
1625096497871069190,1625096497871069190,2023-02-13 17:06:12 IST,2023-02-13,17:06:12,+0530,583207775,cwathan,Chris Wathan (Today I identify as elderberry),,"I’m a world where @TheDemocrats promote physical mutilation and mental ruination of children there are people more concerned about “mean tweets” than saving humanity. To those people, YOU ARE THE PROBLEM. @GOP #truth #StandStrong @LPNational",en,"[{'screen_name': 'thedemocrats', 'name': 'the democrats', 'id': '14377605'}, {'screen_name': 'gop', 'name': 'gop', 'id': '11134252'}, {'screen_name': 'lpnational', 'name': 'libertarian party', 'id': '31464977'}]",[],[],0,0,0,"['truth', 'standstrong']",[],https://twitter.com/cwathan/status/1625096497871069190,False,,0,,,,,,,,[],,,,
1625083548666396672,1625083548666396672,2023-02-13 16:14:45 IST,2023-02-13,16:14:45,+0530,1180511205036904448,orlaghreidpsych,Orlagh Reid,,This February I continue to #StandStrong for women to stop all forms of abuse and finish the 80km in aid of the fantastic @Womens_Aid. Donation link in bio. #stopviolence @WomensInspireIE  https://t.co/OsSOfVeNfL,en,"[{'screen_name': 'womens_aid', 'name': ""women's aid ireland"", 'id': '44591137'}, {'screen_name': 'womensinspireie', 'name': 'womens inspire network', 'id': '2494401560'}]",[],['https://pbs.twimg.com/media/Fo104A8WcAIsDbJ.jpg'],0,1,2,"['standstrong', 'stopviolence']",[],https://twitter.com/orlaghreidpsych/status/1625083548666396672,False,,1,https://pbs.twimg.com/media/Fo104A8WcAIsDbJ.jpg,,,,,,,[],,,,
1624982610249228288,1624982610249228288,2023-02-13 09:33:39 IST,2023-02-13,09:33:39,+0530,26208299,pksc76,Prashant  Chauhan,,#mondaymotivation #leadership #inspirationalwords #lifelessons #attitudeiseverything #healthcare #standstrong #karma #actionsspeaklouderthanwords #takeastand  https://t.co/Gj6thwG8KJ,qme,[],['https://lnkd.in/dZjmsedg'],[],0,0,2,"['mondaymotivation', 'leadership', 'inspirationalwords', 'lifelessons', 'attitudeiseverything', 'healthcare', 'standstrong', 'karma', 'actionsspeaklouderthanwords', 'takeastand']",[],https://twitter.com/pksc76/status/1624982610249228288,False,,0,,,,,,,,[],,,,
